matricule;etat_disponibilite;etat_situation;date_debut;date_fin;id_uf;statut_rh;position_administrative
1630;IND;ABS_RAISON_PERSO;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPP;
1445;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPP;G
1975;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPP;G
3170;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPP;G
2001;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPV;SMO
626;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPP;G
1553;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPP;G
3336;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPP;SMO
3169;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPP;G
2191;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPP;G
3343;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPP;G
4356;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPP;G
1557;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPP;CDT
610;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;PIE;SPP;G
3344;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;PIE;SPP;G
728;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;CCS;SPP;G
612;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPP;G
5390;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;PIE;SPV;G
436;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;PIE;SPV;G
5713;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;PIE;SPV;G
5192;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;PIE;SPV;G
5479;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;PIE;SPV;G
1633;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPV;G
4397;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPV;G
5493;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPV;G
3463;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPV;G
4854;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPV;G
5486;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPV;G
5245;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPV;G
4955;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPV;G
5781;IND;ABS_RAISON_PERSO;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPV;
5530;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPV;G
3405;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;VIC;SPV;G
5716;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPV;G
695;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;CCS;SPV;GR
3776;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;CCS;SPV;GR
5355;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;VIC;SPV;G
5499;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;VIC;SPV;G
532;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;CCS;SPP;CDT
2152;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPP;CDT
5526;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPV;G
3980;IND;ABS_RAISON_SERVICE;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPP;
4845;IND;ABS_RAISON_PERSO;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;VER;SPV;
2289;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;BOC;SPV;G
734;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;BOC;SPV;G
5464;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;CAS;SPV;G
5497;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;CAS;SPV;G
1815;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;CAS;SPV;G
951;IND;ABS_RAISON_SERVICE;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPP;
4393;D15;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;CAS;SPV;A
5457;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;BOC;SPV;G
3922;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;VER;SPV;G
1531;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;VER;SPV;G
3052;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;VER;SPV;G
3191;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;VER;SPV;G
3838;IND;ABS_RAISON_PERSO;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;VER;SPV;
3669;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;EVI;SPV;G
5055;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;EVI;SPV;G
5838;D15;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;EVI;SPV;A
3425;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;CCS;SPV;GR
5449;D15;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;EVI;SPV;A
4893;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;EVI;SPV;G
5266;D15;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;EVI;SPV;A
3933;IND;ABS_RAISON_PERSO;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;EVI;SPV;
433;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;CCS;SPV;GR
5527;D0;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPV;G
1420;D15;PRET;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;VIC;SPV;A
3028;IND;ABS_RAISON_SERVICE;2024-08-13T19:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPP;
3364;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;RIZ;SPP;G
711;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;RIZ;SPP;G
794;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;RIZ;SPP;G
4609;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;RIZ;SPP;G
573;IND;ABS_RAISON_PERSO;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;POV;SPP;
574;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;POV;SPP;G
995;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;POV;SPP;G
4369;IND;ABS_RAISON_PERSO;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;POV;SPP;
5819;D15;PRET;2024-08-13T20:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPV;GIFF
928;D15;PRET;2024-08-13T20:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPV;GIFF
4860;D15;PRET;2024-08-13T20:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPV;GIFF
673;D15;PRET;2024-08-13T20:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPV;GIFF
469;D15;PRET;2024-08-13T20:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPV;GIFF
759;D15;PRET;2024-08-13T20:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPV;GIFF
3003;D15;PRET;2024-08-13T20:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPV;GIFF
1259;D15;PRET;2024-08-13T20:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPV;GIFF
4376;D15;PRET;2024-08-13T20:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPV;GIFF
5442;D15;PRET;2024-08-13T20:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPV;GIFF
5536;D15;PRET;2024-08-13T20:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPV;GIFF
5747;D15;PRET;2024-08-13T20:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPV;GIFF
5242;D15;PRET;2024-08-13T20:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPV;GIFF
643;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;OPS;SPP;CDT
1708;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;POV;SPV;G
5345;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;POV;SPV;G
4556;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;POV;SPV;G
5094;D15;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;POV;SPV;A
5618;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;POV;SPV;G
5408;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;PTL;SPV;G
4233;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;PTL;SPV;G
4984;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;PTL;SPV;G
1942;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;PTL;SPV;G
5801;D15;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;POV;SPV;A
5413;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;POV;SPV;G
602;IND;ABS_RAISON_SERVICE;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;RIZ;SPP;
636;D10;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;OPS;SPP;CDT
703;D10;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;OPS;SPP;CDT
707;D10;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;OPS;SPP;CDT
165;D10;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;OPS;SPV;CDT
850;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;OPS;SPP;CDT
601;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;OPS;SPV;CDT
4202;D10;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;OPS;SPP;CDT
4199;D10;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;OPS;SPP;CDT
886;D10;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;OPS;SPP;CDT
2004;D10;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;OPS;SPV;CDT
231;D10;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;OPS;SPP;CDT
368;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;OPS;SPV;CDT
103;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;OPS;SPV;CDT
1081;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;OPS;SPP;CDT
4889;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;COZ;SPV;G
5548;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;COZ;SPV;G
5708;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;COZ;SPV;G
1859;D15;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;PIA;SPV;A
60;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;PIA;SPV;G
5559;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;PIA;SPV;G
4657;D15;PRET;2024-08-13T20:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPV;GIFF
5798;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;POV;SPV;G
1042;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;SZA;SPV;G
4322;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;SZA;SPV;G
1046;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;SZA;SPV;G
4651;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;SZA;SPV;G
2121;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;SLP;SPV;GR
5221;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;SLP;SPV;GR
5006;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;SLP;SPV;GR
5820;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;SLP;SPV;G
3047;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;SLP;SPV;G
5822;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;SLP;SPV;G
4703;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;POV;SPV;G
4454;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;RIZ;SPV;G
3511;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;RIZ;SPV;G
4548;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;RIZ;SPV;G
5840;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;RIZ;SPV;G
3308;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;RIZ;SPV;G
80;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;LEV;SPV;G
2219;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;LEV;SPV;G
1521;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;LEV;SPV;G
649;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;PIA;SPP;G
3417;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;PIA;SPP;G
5558;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;PIA;SPV;G
5260;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;PIA;SPV;G
5137;D15;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;SSSM;SPV;A
3604;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;BON;SPV;G
4513;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;BON;SPV;G
5270;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;BON;SPV;G
4932;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;BON;SPV;G
1080;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;BON;SPV;G
5805;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;BON;SPV;G
5810;D15;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;BON;SPV;A
3294;D15;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;OCA;SPV;A
3783;D15;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;OCA;SPV;A
90;D15;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;OCA;SPV;A
5699;D15;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;OCA;SPV;A
4706;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;LEV;SPV;G
5498;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;PTO;SPV;G
1533;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;PTO;SPV;G
3111;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;PTO;SPV;G
3512;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;PTO;SPV;G
3950;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;PTO;SPV;G
2000;D0;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;PTO;SPV;G
1530;D15;PRET;2024-08-13T20:00:00+02:00;2024-08-14T08:00:00+02:00;PTO;SPV;A
4273;IND;ABS_RAISON_PERSO;2024-08-14T00:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPP;
1631;IND;ABS_RAISON_PERSO;2024-08-14T00:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPP;
167;IND;ABS_RAISON_SERVICE;2024-08-14T00:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPP;
630;IND;ABS_RAISON_SERVICE;2024-08-14T00:00:00+02:00;2024-08-14T07:00:00+02:00;AJA;SPP;
1168;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPP;SMO
1738;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPP;G
1814;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPP;PLG
3165;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPP;G
661;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPP;G
759;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPP;G
928;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPP;G
1698;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPP;PLG
1631;IND;ABS_RAISON_PERSO;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPP;
1594;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPP;G
1855;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPP;SMO
664;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPP;G
3861;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPP;G
4271;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPP;G
2363;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;PIE;SPP;G
724;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;PIE;SPP;G
4269;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;PIE;SPP;G
1374;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPP;CDT
3718;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;CCS;SPP;G
672;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;CCS;SPP;G
167;IND;ABS_RAISON_SERVICE;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPP;
3976;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;PIE;SPV;G
5280;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;PIE;SPV;G
5575;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;PIE;SPV;G
5362;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;PIE;SPP;G
5238;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPV;G
4416;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPV;G
5239;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPV;G
4348;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPP;G
1174;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPV;G
5824;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPV;G
5819;IND;ABS_RAISON_PERSO;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPV;
1584;IND;ABS_RAISON_PERSO;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPP;
4953;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPV;G
5598;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPV;G
5448;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPV;G
5233;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPV;G
630;IND;ABS_RAISON_SERVICE;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPP;
1167;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;CCS;SPV;GR
3409;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;CCS;SPV;GR
481;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;CCS;SPV;GR
4403;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;CCS;SPV;GR
5442;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPV;G
5030;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPV;G
5514;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;VIC;SPV;G
5509;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;VIC;SPV;G
1420;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;VIC;SPV;G
2213;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;CCS;SPV;GR
1599;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;CCS;SPP;CDT
3894;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPP;CDT
3980;IND;ABS_RAISON_SERVICE;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPP;
4505;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPV;G
4745;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;BOC;SPV;G
444;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;BOC;SPV;G
4845;IND;ABS_RAISON_PERSO;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;VER;SPV;
5732;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;BOC;SPV;G
951;IND;ABS_RAISON_SERVICE;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPP;
1815;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;CAS;SPV;G
5738;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;CAS;SPV;G
4997;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;VER;SPV;G
4757;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;VER;SPV;G
3838;IND;ABS_RAISON_PERSO;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;VER;SPV;
5450;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;CAS;SPV;G
5449;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;EVI;SPV;G
1008;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;EVI;SPV;G
5266;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;EVI;SPV;G
3933;IND;ABS_RAISON_PERSO;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;EVI;SPV;
1630;IND;ABS_RAISON_PERSO;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPP;
3186;D0;PRET;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;VER;SPV;G
3028;IND;ABS_RAISON_SERVICE;2024-08-14T07:00:00+02:00;2024-08-14T19:00:00+02:00;AJA;SPP;
803;D0;PRET;2024-08-14T08:00:00+02:00;2024-08-14T20:00:00+02:00;RIZ;SPP;G
4011;D0;PRET;2024-08-14T08:00:00+02:00;2024-08-14T20:00:00+02:00;RIZ;SPP;G
1246;D0;PRET;2024-08-14T08:00:00+02:00;2024-08-14T20:00:00+02:00;RIZ;SPP;G
4581;D0;PRET;2024-08-14T08:00:00+02:00;2024-08-14T20:00:00+02:00;POV;SPP;G
2342;D0;PRET;2024-08-14T08:00:00+02:00;2024-08-14T20:00:00+02:00;POV;SPP;G
447;D0;PRET;2024-08-14T08:00:00+02:00;2024-08-14T20:00:00+02:00;POV;SPP;G
1200;D0;PRET;2024-08-14T08:00:00+02:00;2024-08-14T20:00:00+02:00;PIA;SPV;G
5098;D0;PRET;2024-08-14T08:00:00+02:00;2024-08-14T20:00:00+02:00;PIA;SPV;G
3860;IND;ABS_RAISON_SERVICE;2024-08-14T08:00:00+02:00;2024-08-14T20:00:00+02:00;HBE;SPV;
5829;D0;PRET;2024-08-14T08:00:00+02:00;2024-08-14T20:00:00+02:00;HBE;SPV;HBE
5128;D0;PRET;2024-08-14T08:00:00+02:00;2024-08-14T20:00:00+02:00;HBE;SPV;HBE
